Gene_ID	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000120805.9	158	125	118	138	9275	11891	9090	7000	10052	7894
ENSG00000120820.8	0	0	0	0	79	116	103	87	81	67
ENSG00000120832.5	6	9	3	2	1098	1366	1023	867	1210	1007
ENSG00000120833.9	112	71	84	73	13743	18055	13066	10679	15285	12619
ENSG00000120837.3	104	78	97	60	13764	17474	13178	9672	15189	11609
ENSG00000120860.6	62	26	42	32	4235	5409	4041	3116	4674	3744
ENSG00000120868.9	42	10	40	38	3486	4637	3794	2788	4111	3441
ENSG00000120875.4	4	6	2	0	380	515	399	363	434	393
ENSG00000120885.14	0	0	0	0	12	22	56	7	17	10
ENSG00000120889.8	6	0	3	9	214	302	303	204	288	291
ENSG00000120896.9	61	75	70	31	13873	18279	12596	10759	13147	11995
ENSG00000120899.13	145	62	104	121	23488	31062	22840	16855	23673	20667
ENSG00000120903.5	0	0	0	0	5	4	6	0	0	4
ENSG00000120907.13	0	0	0	0	0	0	0	0	0	0
ENSG00000120910.10	69	67	61	49	6363	7800	5884	4794	6844	5716
ENSG00000120913.18	64	37	63	55	6752	8789	6387	5376	6731	6211
ENSG00000120915.9	49	47	67	50	4624	5994	4356	3334	4867	4309
ENSG00000120925.9	18	22	5	21	1906	2642	1952	1511	2190	1868
ENSG00000120937.7	0	1	0	0	0	0	0	0	0	2
ENSG00000120942.8	70	52	61	37	7099	9174	6865	5652	7438	6395
ENSG00000120948.10	107	70	113	75	58187	73824	55394	41317	62581	50321
ENSG00000120949.10	65	44	26	32	4509	6065	4264	3695	4657	4341
ENSG00000120952.4	0	0	0	0	0	0	0	0	0	0
ENSG00000120963.7	48	34	61	45	18093	24575	18011	13726	19326	15987
ENSG00000120992.12	38	25	26	26	13319	17830	13960	9502	15173	11598
ENSG00000121005.4	0	0	0	0	0	3	7	0	0	2
ENSG00000121022.9	298	230	271	235	17053	21833	16284	12847	18747	15098
ENSG00000121039.5	198	158	180	149	11799	14267	10957	9180	12439	10076
ENSG00000121053.5	0	0	0	0	90	107	102	84	98	71
ENSG00000121057.8	193	146	151	134	27322	34851	25749	20669	28578	24434
ENSG00000121058.4	33	58	52	39	7710	9184	7109	5571	8328	6501
ENSG00000121060.10	201	132	177	171	23078	30026	22596	17225	24929	21599
ENSG00000121064.8	88	50	64	61	5718	7173	5403	4217	5734	4689
ENSG00000121067.13	81	52	70	86	8310	10326	8207	6379	9259	7453
ENSG00000121068.9	0	0	0	0	1	2	2	5	4	8
ENSG00000121073.8	87	101	127	81	11467	14809	10303	8147	11664	9667
ENSG00000121075.4	0	0	0	0	7	0	9	19	4	6
ENSG00000121083.6	528	318	388	347	42616	53649	40056	31967	48474	37819
ENSG00000121101.11	0	0	0	1	154	209	166	128	183	142
ENSG00000121104.3	59	52	44	63	6657	8271	6072	4995	6580	5634
ENSG00000121152.5	430	295	512	296	34771	43419	32330	24007	35545	29082
ENSG00000121207.7	0	0	0	0	2	0	0	0	3	0
ENSG00000121210.11	267	211	241	264	23500	29254	22102	17595	25196	21592
ENSG00000121211.3	111	105	103	71	7662	10033	7079	5602	8730	6748
ENSG00000121236.14	0	0	0	0	0	2	2	1	0	2
ENSG00000121270.11	16	22	40	19	479	517	532	335	501	468
ENSG00000121274.8	55	37	60	42	6126	7340	5882	4394	6370	5597
ENSG00000121281.7	93	28	38	54	7882	10377	7797	6257	8254	7701
ENSG00000121289.12	25	15	28	35	3141	3914	2847	2343	3249	2614
ENSG00000121297.6	0	0	0	0	0	0	0	0	1	0
ENSG00000121310.11	0	0	0	0	8	8	5	6	11	7
ENSG00000121314.2	0	0	0	0	4	2	0	0	0	0
ENSG00000121316.5	0	0	0	0	1	5	4	2	7	5
ENSG00000121318.2	0	0	0	0	27	47	23	7	30	25
ENSG00000121335.10	0	0	0	0	19	32	9	13	11	19
ENSG00000121350.10	27	22	17	26	5905	7429	5857	4401	6384	4908
ENSG00000121351.3	0	0	0	0	0	1	0	0	0	0
ENSG00000121361.2	0	0	0	0	0	0	0	0	0	0
ENSG00000121377.2	0	0	0	0	0	0	0	0	0	0
ENSG00000121380.8	0	0	2	3	138	209	135	124	156	152
ENSG00000121381.2	0	0	0	0	0	2	2	2	0	0
ENSG00000121388.3	0	0	0	0	0	0	0	0	0	0
ENSG00000121390.13	245	193	252	189	18190	21831	16408	12769	18975	15892
ENSG00000121406.3	28	13	23	22	3030	3764	2829	2624	3499	2963
ENSG00000121410.6	54	33	61	57	3067	4170	2799	2387	2934	2721
ENSG00000121413.7	21	18	38	23	2098	2662	1960	1722	2261	2062
ENSG00000121417.9	15	8	14	22	1996	2609	1852	1667	2399	2065
ENSG00000121440.10	0	0	0	0	0	0	0	0	0	0
ENSG00000121446.11	0	0	0	0	1	0	1	0	0	1
ENSG00000121454.4	4	2	4	3	2222	3016	2423	1719	2463	2241
ENSG00000121481.6	64	25	64	33	5309	6672	5106	3924	6019	4939
ENSG00000121486.7	40	32	58	30	2137	2604	2059	1683	2431	1924
ENSG00000121542.7	0	3	11	7	1021	1338	991	775	1135	782
ENSG00000121552.3	0	0	0	0	2	0	5	6	2	0
ENSG00000121570.8	0	0	0	0	1	1	2	1	1	0
ENSG00000121577.9	2	1	2	2	276	290	222	211	269	227
ENSG00000121578.8	39	11	43	40	2776	3393	2606	2146	2875	2519
ENSG00000121579.7	541	345	485	499	55192	69069	53468	41102	61306	47707
ENSG00000121594.7	7	4	8	5	353	403	388	311	418	246
ENSG00000121621.6	84	71	75	55	5923	7371	5798	4342	6502	5017
ENSG00000121634.4	0	0	0	0	0	0	0	0	0	0
ENSG00000121644.14	57	31	37	40	15221	18670	14224	10858	15924	12604
ENSG00000121653.6	3	0	0	0	84	113	91	43	109	86
ENSG00000121671.7	26	32	35	36	4513	6307	4391	3697	4889	4376
ENSG00000121680.11	53	52	79	61	5620	7453	5109	4244	5839	4836
ENSG00000121690.5	0	0	0	0	7	5	4	4	0	5
ENSG00000121691.4	315	243	221	257	18425	23017	17379	13012	19618	16196
ENSG00000121716.12	41	45	35	31	19020	26444	18533	15647	19631	16609
ENSG00000121741.10	145	139	184	149	22023	28038	21626	17228	24322	20672
ENSG00000121742.11	0	0	0	0	0	0	0	0	0	0
ENSG00000121743.3	0	1	0	0	28	35	24	16	22	36
ENSG00000121749.11	142	100	167	102	10561	13058	10276	7634	11376	9487
ENSG00000121753.8	4	4	22	10	4740	6700	4685	4283	5256	4819
ENSG00000121764.7	3	2	3	1	537	743	480	413	539	426
ENSG00000121766.10	45	47	40	31	5758	7554	5780	4240	6412	5043
ENSG00000121769.3	0	0	0	0	111	162	89	103	137	88
ENSG00000121774.12	1202	894	1454	1167	82533	104374	77718	58290	85749	70831
ENSG00000121775.13	153	111	111	111	9368	12268	8931	7044	9708	8422
ENSG00000121797.8	4	9	2	9	820	897	726	587	836	634
ENSG00000121807.5	0	0	4	2	27	28	16	21	25	42
ENSG00000121848.8	73	45	96	67	8471	10928	8072	6436	9091	7282
ENSG00000121851.8	91	49	70	59	6319	7987	5897	4734	6850	5576
ENSG00000121853.3	0	0	0	0	0	1	0	2	0	0
ENSG00000121858.6	239	190	298	265	16625	20388	15744	11854	16659	13583
ENSG00000121864.5	126	98	112	122	11623	15366	11316	9652	14032	11413
ENSG00000121871.3	0	0	0	0	0	0	0	0	0	0
ENSG00000121879.3	69	34	42	33	6270	8316	6474	4617	7315	6192
ENSG00000121892.10	601	427	543	426	48119	61888	48786	35968	53307	45041
ENSG00000121895.7	25	16	26	10	1224	1488	1145	1015	1344	1178
ENSG00000121897.9	75	36	41	54	3573	4759	3472	2523	3721	2969
ENSG00000121898.7	0	0	0	0	0	0	3	0	0	0
ENSG00000121900.12	0	0	0	0	0	0	1	0	2	0
ENSG00000121903.9	5	6	5	3	465	681	526	428	542	526
ENSG00000121904.12	1	0	0	0	3	0	0	0	0	0
ENSG00000121905.5	0	0	0	0	6	8	4	0	6	2
ENSG00000121931.11	0	0	0	0	11	10	2	5	2	2
ENSG00000121933.13	2	0	3	0	106	98	96	62	90	76
ENSG00000121940.11	19	26	32	25	3111	4002	2821	2181	3053	2487
ENSG00000121957.7	74	45	78	45	5837	6897	5013	3734	5815	4582
ENSG00000121964.9	22	10	14	14	1097	1676	1251	885	1410	1286
ENSG00000121966.6	1134	754	1102	896	42063	51418	37615	29716	43451	35837
ENSG00000121988.12	40	20	20	14	2201	2895	2265	1683	2457	2000
ENSG00000121989.10	0	0	0	0	127	129	77	78	108	99
ENSG00000122008.11	56	48	56	64	5611	7076	5862	4300	5985	5086
ENSG00000122012.9	0	0	0	0	10	2	5	8	5	4
ENSG00000122025.10	1	0	0	0	247	306	222	150	300	216
ENSG00000122026.6	93	62	102	88	3936	5223	3773	3054	4186	3636
ENSG00000122033.9	43	42	51	35	2746	3393	2626	2148	2736	2260
ENSG00000122034.8	358	221	326	271	64922	82565	60579	47871	70177	58355
ENSG00000122035.6	0	2	0	0	65	83	65	66	72	67
ENSG00000122042.9	35	19	40	27	3599	4626	3929	2563	3932	3219
ENSG00000122043.6	0	0	0	0	0	0	0	0	0	0
ENSG00000122068.6	69	54	100	87	5898	6961	5650	3928	6476	5053
ENSG00000122085.11	75	56	58	76	7775	10130	7380	6032	8408	7041
ENSG00000122121.6	55	32	31	48	5798	7532	5366	4174	5716	5197
ENSG00000122122.9	829	626	767	766	101783	132476	95972	75210	102864	89021
ENSG00000122126.10	10	0	18	9	1775	2187	1759	1352	1770	1562
ENSG00000122133.11	0	0	0	0	0	0	0	0	0	0
ENSG00000122136.9	0	0	0	0	0	0	0	0	0	0
ENSG00000122140.6	111	55	117	105	6445	8388	5967	4915	6599	6009
ENSG00000122145.10	0	0	0	0	0	0	0	0	0	0
ENSG00000122176.9	0	0	0	0	0	7	7	0	0	2
ENSG00000122180.4	0	0	0	0	0	0	0	0	0	0
ENSG00000122188.8	47	27	70	41	4904	5231	4335	4279	5628	4709
ENSG00000122194.13	0	0	0	0	5	7	5	0	0	2
ENSG00000122203.10	42	33	25	27	10610	14075	10768	7796	10870	9584
ENSG00000122218.10	364	282	366	295	39576	49951	38797	28932	42389	35879
ENSG00000122223.8	67	77	74	59	7560	9098	7016	5272	7650	6507
ENSG00000122224.11	30	27	50	35	2621	3709	2699	1980	2845	2498
ENSG00000122254.6	0	0	0	0	0	0	0	0	1	2
ENSG00000122257.14	312	208	224	146	30526	38287	29829	22995	34240	28031
ENSG00000122299.7	184	139	207	183	19464	24822	19101	14528	21533	17271
ENSG00000122304.6	0	0	0	0	0	0	0	0	0	0
ENSG00000122335.8	14	7	16	18	1302	1841	1377	1072	1568	1214
ENSG00000122359.12	231	152	187	154	19215	25199	17756	15059	19988	17385
ENSG00000122367.14	0	0	0	0	30	42	39	23	29	20
ENSG00000122375.7	0	0	0	0	0	0	0	0	0	0
ENSG00000122376.6	10	9	6	8	8428	10692	7889	6022	9284	7505
ENSG00000122378.9	46	34	19	27	4182	5354	4002	2968	4432	3652
ENSG00000122386.6	0	0	0	0	14	7	6	11	19	13
ENSG00000122390.12	119	70	93	82	13862	18334	12815	10935	14099	12199
ENSG00000122406.7	305	199	286	183	178323	225114	167506	129683	193512	160425
ENSG00000122417.10	47	31	38	67	3954	5557	4337	3304	4719	3715
ENSG00000122420.5	0	0	0	0	0	1	2	0	0	0
ENSG00000122435.5	31	37	90	33	4077	5314	4046	3054	4466	3611
ENSG00000122477.8	2	0	2	9	598	787	601	412	668	454
ENSG00000122481.12	43	28	33	30	2691	3507	2598	2047	2937	2391
ENSG00000122482.16	128	96	150	95	9241	11921	9082	6663	10411	8505
ENSG00000122483.13	48	34	69	46	3952	5339	3984	2920	4495	3733
ENSG00000122484.7	47	22	42	35	3005	3837	3172	2311	3341	2940
ENSG00000122490.13	37	19	18	23	6765	9060	6522	5378	6974	6252
ENSG00000122497.11	0	0	0	0	524	703	645	402	570	538
ENSG00000122507.16	22	4	0	10	992	1178	902	669	1063	742
ENSG00000122512.9	17	16	26	12	3908	4866	3688	2856	4069	3425
ENSG00000122515.10	86	49	76	63	16490	22742	15707	13623	16551	15607
ENSG00000122543.6	0	0	0	0	0	12	0	0	2	0
ENSG00000122545.12	147	109	159	126	58638	73439	56003	40852	64657	50958
ENSG00000122547.6	101	74	119	104	10382	13662	10233	8049	11566	9834
ENSG00000122548.3	0	0	0	0	2	0	0	1	1	0
ENSG00000122550.12	118	88	135	102	7588	9915	7643	5627	8313	6854
ENSG00000122557.4	67	63	59	41	4006	5243	3985	3045	4753	3909
ENSG00000122565.13	356	245	413	309	111235	138962	105478	78094	121735	95511
ENSG00000122566.16	7134	4921	7401	5953	531115	659029	504019	383360	586654	455614
ENSG00000122574.6	0	0	0	0	0	1	0	0	0	0
ENSG00000122584.6	0	0	0	0	0	0	2	0	0	0
ENSG00000122585.3	0	0	0	0	3	0	0	0	0	0
ENSG00000122591.7	52	44	84	37	6708	8151	6707	5012	7013	6367
ENSG00000122592.6	0	0	0	0	9	5	9	1	6	2
ENSG00000122641.9	0	0	0	0	0	0	0	0	0	0
ENSG00000122642.6	0	0	0	0	78	123	68	45	74	66
ENSG00000122643.13	22	24	49	37	8518	11268	8107	6599	9809	7524
ENSG00000122644.8	5	1	3	13	1692	2104	1439	1279	1972	1519
ENSG00000122674.8	0	0	2	0	202	253	151	172	177	187
ENSG00000122678.10	131	111	176	127	20045	27043	18707	17266	19963	18342
ENSG00000122679.4	0	0	0	0	0	0	0	0	0	0
ENSG00000122687.13	151	118	140	127	11722	14567	10660	9034	12654	10347
ENSG00000122691.8	0	0	0	0	0	0	0	0	0	0
ENSG00000122692.7	158	71	111	93	19132	23568	18804	13571	20447	16558
ENSG00000122694.10	50	30	49	46	4338	5632	4160	3243	4644	3774
ENSG00000122696.8	25	8	21	28	2493	3371	2496	1866	2699	2166
ENSG00000122705.10	402	277	323	429	25507	32231	23748	18288	26135	21865
ENSG00000122707.7	34	18	14	16	2849	3574	2953	2052	2948	2670
ENSG00000122711.4	0	0	0	0	4	7	6	1	7	2
ENSG00000122718.4	0	0	0	0	0	0	0	0	0	0
ENSG00000122728.6	7	2	3	1	10	10	6	8	6	5
ENSG00000122729.12	113	58	121	85	5863	7861	5979	4426	6548	5584
ENSG00000122733.9	0	0	0	0	7	4	0	4	0	2
ENSG00000122735.11	0	0	0	0	5	5	4	0	7	6
ENSG00000122741.11	43	29	38	26	4270	5900	4409	3476	4865	4386
ENSG00000122756.10	0	0	0	0	1	8	0	3	0	0
ENSG00000122778.5	1	8	0	4	652	911	721	532	816	681
ENSG00000122779.11	220	177	260	159	21438	27146	20973	16767	24063	20300
ENSG00000122783.11	131	104	103	129	10987	14543	10684	8950	12310	10542
ENSG00000122786.14	0	0	0	0	6	7	4	0	8	6
ENSG00000122787.9	0	0	0	0	0	1	0	0	0	0
ENSG00000122824.6	0	0	0	0	0	0	0	2	1	0
ENSG00000122852.9	0	0	0	0	2	0	0	0	0	0
ENSG00000122859.4	0	0	0	0	0	0	0	0	0	0
ENSG00000122861.9	0	0	0	0	9	6	10	6	13	4
ENSG00000122862.4	194	103	158	85	4221	5445	4102	2967	4598	3750
ENSG00000122863.5	0	0	0	0	2	0	0	2	0	0
ENSG00000122870.7	0	0	0	0	2	0	0	0	0	0
ENSG00000122873.6	51	36	69	74	4866	6313	4858	3583	5304	4404
ENSG00000122877.8	0	3	3	3	115	186	118	75	118	119
ENSG00000122882.5	176	124	181	145	9171	11538	8598	6663	9956	8342
ENSG00000122884.7	46	54	85	51	3487	4542	3439	2538	3881	3286
ENSG00000122912.9	57	27	61	43	2366	3305	2373	1815	2732	2046
ENSG00000122952.11	564	390	556	498	57231	72208	55024	41614	60245	49013
ENSG00000122958.9	137	51	103	66	9477	11142	8742	6282	9575	7234
ENSG00000122965.6	191	114	112	120	16017	20674	15484	12223	17096	14738
ENSG00000122966.9	254	215	271	208	27560	34391	27176	20094	28531	24052
ENSG00000122970.11	24	12	13	26	2253	2732	2161	1624	2301	1952
ENSG00000122971.4	95	50	101	54	5443	7366	5306	4400	5840	5019
ENSG00000122986.9	58	41	40	39	3152	3797	2770	2150	3168	2456
ENSG00000123064.8	382	205	378	353	37255	48894	35001	28745	38572	33555
ENSG00000123066.3	226	153	134	104	48185	60940	50664	36802	54344	48601
ENSG00000123080.6	104	102	135	123	10693	14089	9962	8271	11394	9412
ENSG00000123091.4	52	33	38	26	6800	8886	7085	4885	7460	5506
ENSG00000123094.10	3	3	3	1	700	934	628	489	809	735
ENSG00000123095.5	0	0	0	0	0	0	0	0	0	0
ENSG00000123096.7	0	0	0	0	2	5	11	0	1	3
ENSG00000123104.7	156	104	89	78	11906	16530	13515	9623	14408	12431
ENSG00000123106.6	50	28	91	93	6138	7765	5785	4355	6789	5416
ENSG00000123119.7	0	3	0	0	999	1358	1007	792	1101	751
ENSG00000123124.9	16	15	22	12	10956	14004	11047	8020	12525	10521
ENSG00000123130.12	28	17	17	23	1645	2143	1685	1170	1756	1454
ENSG00000123131.8	327	179	334	276	12727	15831	11613	9345	12564	10637
ENSG00000123136.10	1048	717	953	786	85290	112451	79093	64102	87313	74414
ENSG00000123143.8	310	177	257	236	43975	59426	41249	34665	44845	39472
ENSG00000123144.6	339	196	337	387	24470	31906	22593	18613	25770	22016
ENSG00000123146.14	53	59	54	69	7048	9113	6219	5132	6844	5565
ENSG00000123154.7	79	95	86	87	8151	11126	7976	6585	8478	7392
ENSG00000123159.10	93	48	37	37	7142	9685	6789	5838	7517	6421
ENSG00000123165.7	0	0	0	0	0	0	0	0	0	0
ENSG00000123171.5	0	0	0	0	0	0	0	2	0	0
ENSG00000123178.9	1	0	7	5	239	354	222	188	233	166
ENSG00000123179.8	128	43	96	83	7294	10070	7416	5763	8514	6652
ENSG00000123191.9	0	0	0	3	147	177	133	96	113	93
ENSG00000123200.12	255	198	222	187	25834	31751	25883	18793	28301	23533
ENSG00000123213.17	93	66	109	82	8944	11299	8888	6696	9828	8387
ENSG00000123219.7	157	120	125	128	7867	10305	7966	5679	8712	6838
ENSG00000123240.10	127	64	108	75	10666	13284	10190	7841	10941	9277
ENSG00000123243.10	0	0	0	0	10	14	3	2	1	1
ENSG00000123268.4	149	93	127	163	8167	9794	7689	6328	8780	7356
ENSG00000123297.11	198	148	185	193	11894	14982	10797	8401	12614	10638
ENSG00000123307.3	0	0	0	0	0	0	0	0	0	0
ENSG00000123329.13	165	90	137	62	14699	19802	14146	11832	15322	13238
ENSG00000123338.8	420	323	508	409	33209	42472	34733	24635	36394	31786
ENSG00000123342.11	15	12	1	3	884	1124	721	754	840	754
ENSG00000123349.8	444	295	437	404	33085	42796	30732	24565	35567	30205
ENSG00000123352.12	58	44	33	30	6380	8236	6168	5113	7135	5738
ENSG00000123353.5	70	47	64	59	5889	7472	5271	4262	6119	5089
ENSG00000123358.14	0	0	0	0	188	220	111	126	137	128
ENSG00000123360.7	15	16	12	14	4908	7102	5057	4493	5102	4811
ENSG00000123364.3	0	0	0	0	0	0	0	0	0	0
ENSG00000123374.6	249	170	219	123	29887	37951	28537	21150	31268	26440
ENSG00000123384.9	1	0	0	1	87	168	105	75	103	135
ENSG00000123388.4	0	0	0	0	0	0	0	0	0	0
ENSG00000123395.10	98	55	81	56	7026	9005	6517	5731	7616	6544
ENSG00000123405.9	0	0	0	0	7	18	4	1	19	6
ENSG00000123407.3	0	0	0	0	0	0	0	0	0	0
ENSG00000123411.10	22	18	31	29	4218	5255	3984	3130	4360	3792
ENSG00000123415.9	17	9	25	12	2331	3067	2216	1855	2592	2141
ENSG00000123416.10	952	550	603	525	423893	544764	397161	304847	429979	364169
ENSG00000123427.11	14	11	11	32	1904	2384	1734	1353	1929	1646
ENSG00000123444.9	52	56	61	72	5850	7260	5566	4368	6574	5300
ENSG00000123453.11	11	0	1	0	577	722	592	433	623	597
ENSG00000123454.6	0	0	0	0	110	207	141	128	159	136
ENSG00000123472.8	130	74	151	108	15719	19991	14894	11280	16350	13733
ENSG00000123473.11	134	146	130	130	13229	16179	12486	10472	14224	11436
ENSG00000123485.5	238	164	310	275	26369	32981	24672	18266	26377	21192
ENSG00000123496.3	0	0	0	0	0	2	2	0	0	0
ENSG00000123500.5	0	0	0	0	14	17	23	14	26	13
ENSG00000123505.9	237	218	207	201	43449	54448	42380	29561	45471	37419
ENSG00000123545.5	148	96	137	98	9081	11138	8337	6632	9934	8249
ENSG00000123552.12	22	15	22	13	3640	4830	3820	2708	4121	3503
ENSG00000123560.9	0	0	0	0	4	17	13	4	11	14
ENSG00000123561.10	0	0	0	0	0	0	0	0	0	0
ENSG00000123562.11	332	229	325	287	21392	26550	19799	15166	22036	17289
ENSG00000123569.7	0	0	0	0	3	5	1	4	3	0
ENSG00000123570.3	0	9	5	4	829	1013	905	658	991	747
ENSG00000123572.12	0	0	0	0	0	1	2	0	0	0
ENSG00000123575.8	57	46	37	36	5723	7650	5701	4256	6310	4963
ENSG00000123576.5	0	0	0	0	0	0	0	0	0	0
ENSG00000123584.7	0	0	0	0	0	0	0	0	0	0
ENSG00000123594.3	0	0	0	0	0	0	0	0	0	0
ENSG00000123595.5	16	26	15	30	1307	1623	1168	1077	1567	1260
ENSG00000123600.13	24	12	21	8	2138	2668	1990	1521	2159	1995
ENSG00000123607.10	40	38	43	31	5470	7225	5539	4407	6033	5250
ENSG00000123609.6	363	268	369	280	15556	19531	14179	11339	16741	13849
ENSG00000123610.3	0	0	0	0	0	0	0	0	0	0
ENSG00000123612.10	0	0	0	0	12	32	8	2	17	12
ENSG00000123636.13	53	46	59	32	4417	5520	4795	3302	4907	4441
ENSG00000123643.7	10	5	20	6	2633	3285	2621	1813	2451	2327
ENSG00000123684.8	31	34	28	11	4921	6313	4974	3654	5539	4474
ENSG00000123685.4	24	16	28	42	2461	3307	2107	1890	2813	2274
ENSG00000123689.5	0	0	0	0	0	4	0	0	0	0
ENSG00000123700.4	0	0	0	0	0	0	0	0	0	0
ENSG00000123728.5	70	55	75	52	6458	8690	7017	4960	7468	5843
ENSG00000123737.8	474	285	515	403	31970	40421	30548	23285	34627	28089
ENSG00000123739.6	1	4	6	4	1262	1693	1392	998	1397	1116
ENSG00000123810.2	29	11	30	9	1180	1469	1008	930	1089	1061
ENSG00000123815.6	19	28	12	21	3281	4659	3246	2605	3506	3064
ENSG00000123836.10	8	11	23	15	1898	2463	2074	1448	2102	1969
ENSG00000123838.6	0	0	0	0	0	0	2	0	0	0
ENSG00000123843.7	1	1	0	5	236	256	221	164	191	162
ENSG00000123892.6	6	1	2	4	89	148	122	102	137	128
ENSG00000123901.3	1	0	0	0	46	31	27	6	48	25
ENSG00000123908.7	136	109	180	143	5019	6854	5765	3947	5650	5639
ENSG00000123933.10	23	22	23	6	3094	4247	3049	2516	3355	3057
ENSG00000123975.4	368	260	307	326	18476	23324	17354	13592	19629	15098
ENSG00000123977.5	0	0	0	0	0	0	0	0	0	0
ENSG00000123983.9	217	138	232	199	14978	19249	14480	10778	16357	12842
ENSG00000123989.9	1	0	1	0	128	169	121	104	128	134
ENSG00000123992.14	169	146	160	126	19757	25843	18865	15583	20012	17704
ENSG00000123999.4	0	0	0	0	0	0	0	0	0	0
ENSG00000124003.9	0	0	0	0	0	0	0	0	0	0
ENSG00000124006.8	0	0	0	0	0	2	2	0	3	1
ENSG00000124019.9	0	0	0	0	0	0	0	0	2	4
ENSG00000124067.12	12	15	22	21	3162	4531	3262	2676	3268	3093
ENSG00000124074.6	14	13	16	13	1156	1658	1039	946	1140	1085
ENSG00000124089.4	0	0	0	0	0	0	0	0	0	0
ENSG00000124091.5	2	0	0	0	48	104	46	50	80	52
ENSG00000124092.7	0	0	0	0	0	0	0	0	0	0
ENSG00000124098.9	0	0	3	2	288	386	294	253	358	262
ENSG00000124102.4	0	0	0	0	2	2	4	0	2	2
ENSG00000124103.8	0	0	0	0	29	53	40	21	38	18
ENSG00000124104.14	0	1	4	0	161	232	150	118	137	126
ENSG00000124107.5	0	0	0	0	0	0	0	0	0	0
ENSG00000124116.14	0	0	0	0	7	4	5	2	0	11
ENSG00000124120.6	35	19	15	15	5226	6464	4979	4130	5231	4463
ENSG00000124126.9	56	31	30	44	7731	10349	8100	5821	8244	7428
ENSG00000124134.4	0	0	1	0	2	13	6	6	4	4
ENSG00000124140.7	0	2	0	0	207	210	189	109	175	134
ENSG00000124143.6	0	0	0	0	0	0	1	0	0	1
ENSG00000124145.5	0	0	0	0	3	0	0	2	0	0
ENSG00000124151.12	58	42	61	53	5864	7111	5677	4145	6001	5195
ENSG00000124155.11	259	175	214	204	22801	29658	21524	16928	23027	20042
ENSG00000124157.6	0	0	0	0	0	0	0	0	0	0
ENSG00000124159.10	0	0	0	3	109	201	97	135	171	88
ENSG00000124160.7	315	198	262	228	26433	31416	23494	20243	27086	23718
ENSG00000124164.11	82	66	103	90	8840	10236	7950	6451	9170	7493
ENSG00000124171.4	12	8	13	5	222	321	231	170	270	177
ENSG00000124172.5	298	192	327	299	36952	46569	33791	26572	38660	32416
ENSG00000124177.10	101	102	118	92	19823	24693	20390	14700	22517	19618
ENSG00000124181.7	568	382	599	406	81240	107733	80843	64139	85819	77061
ENSG00000124191.12	0	0	0	0	4	5	2	2	0	2
ENSG00000124193.9	317	193	317	323	94225	120803	92339	68729	100802	82792
ENSG00000124194.11	0	0	1	0	11	0	9	7	2	0
ENSG00000124196.5	0	0	0	0	0	0	0	0	0	0
ENSG00000124198.8	113	74	100	86	18534	24067	19319	14146	20423	18581
ENSG00000124201.10	91	54	104	80	12941	15569	12361	10057	13854	12744
ENSG00000124203.5	0	6	4	4	979	1308	1110	777	1234	1082
ENSG00000124205.11	0	0	0	0	1	0	0	2	0	0
ENSG00000124207.11	918	705	964	701	67321	84269	64802	48745	71478	57843
ENSG00000124208.16	0	0	0	0	1	2	0	1	0	2
ENSG00000124209.3	46	24	53	35	6048	7972	5685	4636	6094	5206
ENSG00000124212.3	0	1	3	5	224	325	252	179	225	228
ENSG00000124214.14	228	170	205	192	20405	25406	18577	14529	21189	17263
ENSG00000124215.12	1	3	0	0	130	167	155	91	141	136
ENSG00000124216.3	0	0	0	0	22	63	37	46	47	41
ENSG00000124217.3	23	15	14	19	1608	2101	1486	1414	1757	1539
ENSG00000124222.15	87	68	82	38	17410	23462	17365	13933	19403	16209
ENSG00000124224.11	2	0	4	1	344	325	279	213	274	248
ENSG00000124225.11	31	17	28	14	5164	6380	4445	3753	5232	4588
ENSG00000124226.7	272	153	220	186	20835	26785	19699	15487	22405	18885
ENSG00000124227.4	0	0	0	0	0	1	0	0	0	0
ENSG00000124228.10	310	204	287	256	28728	36268	27108	20916	30333	25584
ENSG00000124232.6	0	0	1	1	55	80	47	42	48	58
ENSG00000124233.10	0	0	0	0	0	0	0	0	0	0
ENSG00000124237.5	0	0	0	0	0	0	0	0	0	0
ENSG00000124243.12	0	1	2	0	147	172	101	93	102	103
ENSG00000124249.5	0	0	0	0	0	0	0	0	0	1
ENSG00000124251.6	0	0	0	0	36	56	24	34	32	43
ENSG00000124253.9	0	0	0	0	0	0	0	0	0	0
ENSG00000124256.10	1	0	0	0	8	12	19	11	24	24
ENSG00000124257.6	1	2	0	0	136	167	117	131	136	148
ENSG00000124260.7	0	0	0	0	0	0	0	0	0	0
ENSG00000124275.10	61	65	88	73	10359	12964	10219	7634	11330	10001
ENSG00000124279.7	77	60	73	56	4564	5543	4012	3391	4871	3983
ENSG00000124299.8	72	77	67	91	8540	11504	8135	6656	8779	8002
ENSG00000124302.6	0	0	0	0	0	0	0	0	0	0
ENSG00000124313.8	6	0	0	0	30	63	55	53	46	29
ENSG00000124333.10	16	4	2	0	0	0	0	0	0	0
ENSG00000124334.11	0	0	0	2	0	0	0	0	0	0
