Gene_ID	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000165973.13	0	0	0	0	3	0	0	0	0	0
ENSG00000165983.9	133	77	72	90	5210	6687	5342	3960	6169	5085
ENSG00000165985.8	1	0	1	0	318	472	371	216	364	291
ENSG00000165995.14	0	1	1	2	344	533	421	297	440	282
ENSG00000165996.9	47	24	64	52	2638	3656	2497	2056	2825	2376
ENSG00000165997.4	75	29	62	56	11821	15907	13097	8625	13254	11027
ENSG00000166002.2	3	2	0	3	124	134	98	74	91	93
ENSG00000166004.9	63	38	47	66	9456	12118	9691	6819	10577	8968
ENSG00000166006.8	0	0	0	0	0	1	0	0	0	2
ENSG00000166008.5	0	0	0	0	0	0	0	0	0	0
ENSG00000166012.10	508	374	807	664	48118	57903	44011	35117	51608	42362
ENSG00000166016.4	8	4	9	14	994	1432	1024	781	1147	999
ENSG00000166024.8	58	45	44	30	5652	7255	5617	4956	6766	5896
ENSG00000166025.13	6	0	0	2	96	107	91	80	98	98
ENSG00000166033.7	0	0	0	0	0	0	4	0	0	0
ENSG00000166035.6	0	3	3	5	367	471	348	296	316	330
ENSG00000166037.6	176	140	161	159	18109	22660	17774	13905	20110	16279
ENSG00000166046.6	7	12	13	2	109	106	107	76	149	82
ENSG00000166049.10	0	0	0	0	0	0	0	0	0	0
ENSG00000166068.8	8	7	5	5	957	909	835	723	878	821
ENSG00000166069.9	0	0	0	0	0	0	0	0	0	0
ENSG00000166073.4	1	4	0	0	947	1251	843	831	1028	900
ENSG00000166086.7	55	50	44	45	6387	7879	6231	4373	6421	5516
ENSG00000166090.8	0	0	0	0	0	0	0	0	0	0
ENSG00000166091.15	0	0	0	0	0	0	0	0	0	0
ENSG00000166105.11	13	11	15	16	1555	2092	1441	1283	1723	1663
ENSG00000166106.2	0	0	0	0	4	10	4	2	1	8
ENSG00000166111.5	0	0	0	0	0	2	0	2	0	0
ENSG00000166118.3	0	0	0	0	0	0	0	0	0	0
ENSG00000166123.9	12	16	20	16	2644	3552	2544	1885	2894	2411
ENSG00000166126.6	5	10	8	14	1077	1547	1117	973	1158	1099
ENSG00000166128.8	215	146	245	150	17393	21677	17525	12131	18767	14398
ENSG00000166130.10	87	54	71	72	3521	4380	3229	2337	3708	2803
ENSG00000166133.13	45	45	60	49	3059	3666	2767	2311	3288	2958
ENSG00000166135.7	164	113	214	165	14452	18766	14258	10613	15421	13326
ENSG00000166136.10	353	183	215	227	20742	26426	18887	15162	21051	18086
ENSG00000166140.12	57	26	30	39	5686	7475	5150	4453	6034	5173
ENSG00000166143.5	0	0	0	0	2	2	0	4	5	1
ENSG00000166145.9	0	0	4	2	116	128	96	89	112	139
ENSG00000166147.9	18	15	22	21	2995	4150	3284	2141	3427	2761
ENSG00000166148.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166152.3	0	0	0	0	0	0	0	0	0	2
ENSG00000166153.12	1	9	3	12	238	400	274	231	354	221
ENSG00000166157.11	0	0	0	0	0	0	0	0	1	0
ENSG00000166159.6	0	0	0	0	0	0	0	0	0	2
ENSG00000166160.5	0	0	0	0	0	0	0	0	0	0
ENSG00000166164.11	35	17	25	13	31213	39512	29852	22783	33079	27972
ENSG00000166165.8	1	4	2	4	315	511	361	280	408	391
ENSG00000166166.8	89	78	76	78	7271	9547	6668	5914	7876	7080
ENSG00000166167.13	25	24	23	21	3764	4402	3460	2608	3517	3242
ENSG00000166169.11	0	0	0	0	22	24	33	17	23	20
ENSG00000166170.9	128	137	149	108	15286	19161	14842	11626	17749	14530
ENSG00000166171.8	0	0	0	0	7	15	7	4	6	6
ENSG00000166173.9	0	0	0	0	0	0	0	0	0	0
ENSG00000166181.8	131	77	119	124	33394	42573	32849	23711	36624	30279
ENSG00000166183.11	0	0	0	0	0	0	0	0	0	0
ENSG00000166188.2	19	14	19	13	2087	2855	1976	2031	2766	2274
ENSG00000166189.6	36	32	50	36	2778	3345	2354	2296	2968	2398
ENSG00000166192.10	6	3	1	0	156	152	166	130	226	164
ENSG00000166197.11	819	637	964	752	108899	138186	105132	78927	118951	101043
ENSG00000166199.8	124	93	106	109	8273	10583	7882	6477	9285	7401
ENSG00000166200.10	155	113	227	149	11796	14516	11415	8008	12536	10040
ENSG00000166206.8	24	13	32	21	2533	3124	2189	1731	2686	2063
ENSG00000166211.6	0	0	0	0	0	0	0	0	0	0
ENSG00000166220.8	0	0	0	0	0	0	0	0	0	0
ENSG00000166224.12	77	58	72	49	5328	6865	5250	3990	5529	4668
ENSG00000166225.4	31	12	38	35	4719	6057	4671	3328	4992	4256
ENSG00000166226.7	1655	1181	1761	1414	110361	139081	103492	79625	120136	97709
ENSG00000166228.4	11	5	20	21	1275	1663	1190	970	1381	1180
ENSG00000166233.8	75	43	62	45	14012	17874	13909	10471	15254	13130
ENSG00000166246.9	0	5	3	0	39	35	15	18	28	28
ENSG00000166250.7	0	0	0	0	13	12	3	8	10	7
ENSG00000166257.4	0	0	0	0	2	0	4	0	0	2
ENSG00000166260.6	132	60	107	97	14184	17741	13574	10465	15333	12231
ENSG00000166261.6	34	20	46	25	7469	9180	6848	6064	8585	7415
ENSG00000166262.11	5	8	15	7	986	1208	1016	704	1038	788
ENSG00000166263.9	30	17	51	16	1242	1492	1208	901	1379	1172
ENSG00000166265.7	0	0	0	0	0	0	0	0	0	0
ENSG00000166266.9	76	40	99	68	8302	10463	8262	6246	9183	7765
ENSG00000166268.5	3	0	0	0	1	11	2	4	2	6
ENSG00000166272.12	37	19	38	22	6564	8714	6645	4743	7121	6419
ENSG00000166275.10	135	75	121	90	7724	9970	7597	5865	8452	6691
ENSG00000166278.10	1	0	0	0	33	29	35	19	40	33
ENSG00000166289.5	33	28	46	28	4240	5159	3619	3562	4352	3696
ENSG00000166292.7	0	0	0	0	2	0	0	4	4	0
ENSG00000166295.3	190	108	150	124	15037	19272	14271	11308	16377	13113
ENSG00000166311.5	9	0	6	8	424	553	379	330	336	327
ENSG00000166313.12	6	0	5	1	414	483	453	277	376	354
ENSG00000166317.5	0	0	1	0	43	40	33	36	41	32
ENSG00000166321.9	0	0	2	0	408	556	380	317	390	340
ENSG00000166323.8	0	0	9	1	211	322	253	212	246	214
ENSG00000166326.5	6	0	0	0	61	77	61	32	42	53
ENSG00000166329.2	0	0	0	0	17	18	10	6	12	8
ENSG00000166333.9	7	1	2	6	312	405	283	265	377	302
ENSG00000166337.5	250	172	222	194	22952	29330	20930	17363	24140	20624
ENSG00000166340.10	99	87	154	112	14021	17351	12705	10047	13657	11398
ENSG00000166341.6	19	32	18	16	4885	6564	5083	3431	5124	4700
ENSG00000166342.14	1	0	0	0	58	48	17	40	33	23
ENSG00000166343.5	1	0	2	1	346	422	295	408	503	398
ENSG00000166347.13	0	0	0	0	0	1	0	0	0	0
ENSG00000166348.12	10	12	11	9	1858	2262	1720	1364	1938	1560
ENSG00000166349.5	3	7	12	4	1258	1510	1303	899	1404	1298
ENSG00000166351.6	0	0	0	0	0	0	0	0	0	0
ENSG00000166352.10	0	0	0	0	19	16	13	10	22	16
ENSG00000166359.6	1	0	0	0	124	173	90	99	158	124
ENSG00000166363.4	0	0	0	0	0	0	1	0	0	0
ENSG00000166368.2	0	0	0	0	11	27	11	8	11	11
ENSG00000166377.15	67	26	55	55	5068	6928	5163	3889	5500	4605
ENSG00000166387.7	0	0	0	0	0	0	0	3	0	4
ENSG00000166391.9	0	0	0	0	0	0	0	0	0	0
ENSG00000166394.10	0	0	0	0	0	0	0	0	0	1
ENSG00000166396.8	0	0	0	0	0	0	0	0	0	0
ENSG00000166398.7	13	13	14	4	1273	1642	1336	1041	1469	1174
ENSG00000166401.9	1	0	2	0	251	306	275	162	276	194
ENSG00000166402.4	0	0	0	0	2	0	2	0	0	2
ENSG00000166405.10	0	0	0	0	0	0	2	0	0	0
ENSG00000166407.9	0	0	0	0	0	0	0	0	0	0
ENSG00000166411.9	195	154	257	202	9518	12243	9216	6944	10776	8624
ENSG00000166415.10	0	0	0	0	0	0	0	0	0	0
ENSG00000166426.7	0	0	0	0	0	0	0	0	0	0
ENSG00000166428.8	0	0	0	0	1	0	0	0	0	0
ENSG00000166432.10	6	6	4	5	1258	1559	1416	863	1291	1107
ENSG00000166435.11	48	37	19	48	2920	3781	2912	2235	3333	2964
ENSG00000166436.10	3	5	0	9	3043	4305	3301	2666	3621	3294
ENSG00000166439.5	36	45	75	53	8150	10571	8445	6187	9686	8203
ENSG00000166441.8	358	175	402	330	93882	124320	89055	70504	102227	85398
ENSG00000166444.13	3	1	0	2	198	163	161	132	201	158
ENSG00000166446.9	0	0	0	0	0	0	1	0	0	2
ENSG00000166448.10	0	0	0	0	2	0	2	0	1	0
ENSG00000166450.7	0	0	0	1	2	19	5	11	10	6
ENSG00000166451.9	306	215	220	242	19262	23345	17957	12967	19965	16153
ENSG00000166452.7	43	44	41	33	3022	3944	2860	2331	3371	2776
ENSG00000166454.5	6	3	5	9	9560	12069	9278	6889	9925	8678
ENSG00000166455.9	2	0	0	1	60	108	91	71	64	42
ENSG00000166471.6	96	45	69	74	4296	5774	4509	3465	4552	3380
ENSG00000166477.8	158	99	235	121	8870	10842	8326	6411	9744	7699
ENSG00000166478.5	57	41	67	45	4661	5554	4067	3418	4893	4119
ENSG00000166479.5	192	102	241	136	15341	19001	15310	10859	15650	12871
ENSG00000166482.7	196	136	187	139	14881	19113	13930	11259	14565	12655
ENSG00000166483.5	224	228	228	212	23290	30060	22392	17983	25383	20450
ENSG00000166484.14	42	28	35	20	3721	4731	3403	2902	3900	3367
ENSG00000166501.8	252	157	219	149	30386	39749	30873	22128	32998	28365
ENSG00000166503.4	113	62	48	35	8424	11254	8291	6286	9460	7562
ENSG00000166507.9	36	28	32	39	10069	12442	9357	7855	10470	9368
ENSG00000166508.13	2100	1426	1915	1646	195943	251617	182860	146626	207025	176820
ENSG00000166509.6	0	0	0	0	0	0	0	0	0	0
ENSG00000166510.9	0	0	0	2	10	9	0	8	4	12
ENSG00000166523.3	0	0	0	0	0	0	0	0	0	0
ENSG00000166526.12	80	81	81	82	13996	17664	13051	11059	15530	12704
ENSG00000166527.3	0	0	0	0	0	0	0	0	0	0
ENSG00000166529.10	17	18	23	16	1670	1889	1530	1646	1894	1537
ENSG00000166532.10	41	34	32	22	7273	9286	7220	5138	7576	6384
ENSG00000166535.15	0	0	0	0	0	0	0	0	2	0
ENSG00000166546.8	0	0	1	0	25	12	6	21	9	8
ENSG00000166548.11	20	7	10	6	3117	3923	2877	2378	3113	2890
ENSG00000166557.8	86	64	82	71	9127	11796	8385	6967	9482	8438
ENSG00000166558.6	0	0	0	0	0	0	0	0	0	0
ENSG00000166562.4	111	82	119	127	6715	8376	6170	4723	7251	5980
ENSG00000166569.4	0	0	0	0	0	0	2	0	0	2
ENSG00000166573.4	0	0	0	0	0	4	0	0	0	0
ENSG00000166575.11	114	74	100	77	7396	9163	7522	5302	7664	6491
ENSG00000166578.5	0	1	0	1	83	123	76	74	93	63
ENSG00000166579.11	67	49	63	68	8266	10381	7668	5983	8847	7435
ENSG00000166582.5	209	137	188	211	18745	24935	18275	14914	20530	18350
ENSG00000166589.8	0	0	0	0	0	1	1	0	1	1
ENSG00000166592.7	0	0	0	0	18	19	19	19	27	17
ENSG00000166595.7	267	165	249	226	15598	20807	14889	12443	16616	14729
ENSG00000166596.10	0	0	0	0	0	4	1	0	1	0
ENSG00000166598.8	648	445	609	618	99350	122400	93651	70352	105478	84083
ENSG00000166603.3	0	0	0	0	26	38	40	28	29	29
ENSG00000166619.7	51	48	34	26	7598	9100	7030	5473	7900	6536
ENSG00000166634.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166664.8	0	0	0	0	0	0	0	1	1	0
ENSG00000166669.9	54	29	57	30	5662	7382	5604	4108	6099	5192
ENSG00000166670.5	0	0	0	0	0	0	0	0	0	0
ENSG00000166676.10	0	7	3	8	515	622	447	371	511	449
ENSG00000166681.9	107	79	133	169	6155	7416	5234	4408	6265	4876
ENSG00000166682.6	0	0	1	0	150	141	121	78	138	114
ENSG00000166685.6	69	55	63	74	7842	10207	7678	5996	8065	6994
ENSG00000166689.9	3	1	4	3	691	941	691	587	773	612
ENSG00000166704.7	28	15	34	27	3590	4493	3227	3033	3806	3371
ENSG00000166710.12	5213	3634	5613	4854	244352	304673	228471	175131	261548	206225
ENSG00000166716.5	47	32	39	26	11182	13959	10140	8668	11779	10473
ENSG00000166734.13	26	22	31	24	6330	8112	6105	4511	6744	5298
ENSG00000166736.7	0	0	0	0	0	0	0	0	0	0
ENSG00000166741.3	0	0	0	0	0	0	0	0	0	0
ENSG00000166743.5	0	0	0	0	2	5	4	0	3	0
ENSG00000166747.8	282	203	177	193	24010	29789	23471	17121	25981	21342
ENSG00000166748.8	0	0	0	0	12	6	8	3	0	3
ENSG00000166750.5	131	105	110	118	11508	14299	11344	9344	12974	11699
ENSG00000166762.11	2	0	0	0	31	50	57	26	36	33
ENSG00000166780.6	0	1	0	0	175	181	234	124	151	209
ENSG00000166783.14	57	37	68	50	12180	15315	12350	9140	13430	11956
ENSG00000166788.5	142	91	149	117	10426	13131	9868	7727	11686	9337
ENSG00000166793.6	0	0	0	0	115	124	70	86	97	88
ENSG00000166794.4	579	355	524	568	20645	26000	19313	14940	21695	17971
ENSG00000166796.7	0	0	0	0	0	5	6	11	0	6
ENSG00000166797.6	148	109	156	117	9778	12278	9079	7201	10282	8218
ENSG00000166800.5	0	0	0	0	20	15	24	15	7	10
ENSG00000166801.11	203	196	215	206	19990	25443	19187	15233	21139	17363
ENSG00000166803.5	857	461	660	634	18777	23673	17772	13273	20594	15510
ENSG00000166813.10	35	19	22	14	3930	5441	3912	3423	4293	3829
ENSG00000166816.9	0	0	6	0	55	102	50	42	44	48
ENSG00000166819.7	0	0	0	0	0	0	0	0	0	2
ENSG00000166821.4	0	0	0	0	0	0	1	0	0	0
ENSG00000166822.8	37	29	33	27	5197	6569	5453	3866	6031	4935
ENSG00000166823.5	0	8	8	0	108	207	152	114	147	140
ENSG00000166825.9	0	0	0	0	6	7	2	0	4	0
ENSG00000166828.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166831.4	0	0	0	0	27	38	12	12	18	8
ENSG00000166833.15	1	0	0	0	0	0	0	2	0	0
ENSG00000166839.12	3	6	4	0	1162	1545	1062	835	1149	942
ENSG00000166840.8	0	0	0	0	0	0	0	0	0	0
ENSG00000166845.9	2	2	15	5	927	1121	955	685	1028	880
ENSG00000166847.5	119	111	109	97	21078	26414	20824	15873	23234	19232
ENSG00000166848.4	280	175	267	211	23698	31714	22403	17617	26271	21515
ENSG00000166851.10	366	245	329	351	36835	48425	32828	26746	35107	29616
ENSG00000166855.5	142	85	144	112	11581	14338	10584	8433	12478	9737
ENSG00000166856.1	0	0	0	0	8	18	4	2	6	6
ENSG00000166860.2	41	26	41	30	10706	13397	10530	8132	12076	10305
ENSG00000166862.6	0	0	0	0	0	0	0	0	2	0
ENSG00000166863.7	0	1	3	0	67	127	96	87	94	63
ENSG00000166866.8	4	4	0	6	241	335	257	200	272	253
ENSG00000166869.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166881.5	168	137	183	194	26495	33510	26184	18964	28163	22945
ENSG00000166884.2	0	0	0	0	0	0	0	0	0	0
ENSG00000166886.8	66	31	59	42	4594	6011	4425	4242	5407	4889
ENSG00000166887.11	79	59	74	65	14120	18230	13738	10252	14772	12943
ENSG00000166888.5	213	112	120	137	31445	42184	30756	24761	34673	29773
ENSG00000166889.12	115	62	71	82	24322	29800	22608	18065	25458	20926
ENSG00000166896.3	105	76	74	82	7099	9305	6676	5314	7641	6439
ENSG00000166897.9	0	0	0	0	4	2	6	2	2	2
ENSG00000166900.10	0	0	0	0	95	124	94	43	80	89
ENSG00000166902.4	332	190	301	266	14198	17783	12945	10797	14778	12586
ENSG00000166908.13	39	26	67	49	5377	6846	5425	3924	5795	4650
ENSG00000166912.12	28	24	35	25	11623	14215	10705	8517	12315	10027
ENSG00000166913.8	919	695	848	723	100367	126652	93917	71743	106626	85005
ENSG00000166920.6	0	0	0	0	16	9	17	11	7	6
ENSG00000166922.4	0	0	0	0	130	183	125	50	101	86
ENSG00000166923.6	0	0	0	0	0	0	0	0	0	0
ENSG00000166924.4	0	0	0	0	11	8	7	5	13	11
ENSG00000166925.4	128	120	117	98	12427	17427	11745	10152	12861	11858
ENSG00000166926.4	0	0	0	0	0	0	0	0	0	0
ENSG00000166927.7	0	0	0	0	0	0	0	0	0	0
ENSG00000166928.6	0	0	0	0	0	0	0	0	0	0
ENSG00000166930.2	0	0	0	0	2	0	0	0	0	0
ENSG00000166938.8	119	86	108	123	12628	15650	12044	9564	13246	11657
ENSG00000166946.8	53	38	60	112	6360	8386	6033	4814	6925	5664
ENSG00000166947.7	0	0	0	0	56	128	70	66	71	61
ENSG00000166948.5	0	0	0	0	0	0	0	1	0	0
ENSG00000166949.10	31	17	19	19	3845	5078	4011	3121	4499	3820
ENSG00000166959.3	0	0	0	0	0	0	0	0	0	0
ENSG00000166960.12	0	0	0	0	0	0	0	0	0	0
ENSG00000166961.10	0	0	0	0	0	2	0	0	0	0
ENSG00000166963.8	334	207	353	277	31492	38951	31351	22910	35140	30290
ENSG00000166965.8	43	38	44	54	5205	7058	4775	4126	5292	4662
ENSG00000166971.11	4	0	2	2	1003	1295	906	698	1175	912
ENSG00000166974.7	316	232	277	207	22817	30061	21941	16335	24052	19995
ENSG00000166979.8	0	0	0	0	1	2	2	3	4	6
ENSG00000166984.7	0	0	0	0	0	0	0	0	0	0
ENSG00000166986.8	548	407	431	404	60781	77806	57463	44882	63300	54175
ENSG00000166987.10	69	48	37	44	8930	12332	8532	7835	8341	7728
ENSG00000166997.3	20	23	16	13	3282	4242	3011	2405	3437	2720
ENSG00000167004.8	91	92	103	130	31395	39399	29168	22890	33710	27904
ENSG00000167005.9	619	441	684	568	52401	66302	51395	36483	56633	45077
ENSG00000167011.4	0	0	0	0	0	4	0	0	0	0
ENSG00000167014.6	0	0	0	0	0	0	0	0	0	0
ENSG00000167034.9	842	228	1088	1006	0	0	0	0	2	0
ENSG00000167037.14	0	0	0	0	0	0	0	0	0	0
ENSG00000167046.4	3	0	2	0	7	30	17	21	17	20
ENSG00000167065.9	6	5	6	3	1140	1330	1013	783	1122	975
ENSG00000167074.9	4	2	5	2	1736	2210	1609	1486	1965	1714
ENSG00000167077.8	9	0	5	1	348	468	331	312	378	348
ENSG00000167080.4	0	0	0	0	0	0	0	0	0	0
ENSG00000167081.10	28	13	15	10	3117	3963	2870	2190	3197	2630
ENSG00000167083.2	25	21	17	28	2054	2627	1994	1444	2176	1859
ENSG00000167085.6	55	39	33	43	30481	37312	27790	21939	31916	26218
ENSG00000167088.5	294	185	253	238	34664	42713	31969	24882	36560	29382
ENSG00000167094.11	11	17	13	13	3919	5132	3734	3131	3931	3570
ENSG00000167098.7	0	0	0	0	0	0	4	0	3	1
ENSG00000167100.10	0	0	0	0	208	227	183	144	164	195
ENSG00000167103.7	3	3	1	0	127	218	127	125	132	161
ENSG00000167104.7	0	0	0	0	0	0	0	0	0	0
ENSG00000167105.3	0	0	0	0	0	0	0	0	0	2
ENSG00000167106.6	24	10	21	3	5882	7453	5383	4381	5687	4955
ENSG00000167107.8	24	26	43	19	4132	5622	4116	2965	4201	3734
ENSG00000167110.11	30	26	16	26	8472	10847	8009	6390	8801	7232
ENSG00000167112.7	137	105	167	156	7831	9785	7112	5979	7901	6639
ENSG00000167113.5	37	39	41	26	4939	6958	4584	4183	5210	4483
ENSG00000167114.7	47	41	41	66	4801	6428	4329	3692	4786	4306
ENSG00000167118.6	206	98	175	134	18540	24460	17264	14381	19148	16987
ENSG00000167123.12	0	0	0	0	53	63	55	47	41	23
ENSG00000167130.12	57	29	72	28	5225	6619	4740	3782	5038	4583
ENSG00000167131.12	27	25	36	11	520	585	462	343	593	428
ENSG00000167136.6	48	26	46	63	3492	4861	3229	2796	3604	3386
ENSG00000167139.4	0	0	0	0	0	0	1	1	0	2
ENSG00000167157.8	0	0	0	0	0	0	0	0	0	0
ENSG00000167165.11	0	0	0	0	2	0	0	0	0	0
ENSG00000167173.14	148	90	105	115	10843	14552	9804	9820	12375	10902
ENSG00000167178.11	0	0	0	0	0	0	0	0	0	2
ENSG00000167182.11	101	62	77	81	8089	10219	7277	6361	7775	6984
ENSG00000167183.2	0	0	0	0	31	37	8	27	17	16
ENSG00000167186.6	49	27	49	42	2961	3815	2813	2253	3408	2491
ENSG00000167191.7	0	0	0	0	17	10	12	20	17	21
ENSG00000167193.7	24	11	25	18	3553	4245	3175	2890	3549	2840
ENSG00000167194.3	0	0	0	0	29	37	26	21	32	39
ENSG00000167195.7	0	0	0	0	0	0	0	0	0	0
ENSG00000167196.9	19	9	27	16	1635	2040	1677	1296	1688	1614
ENSG00000167202.6	49	32	80	51	11004	13941	10771	8613	11934	10437
ENSG00000167207.7	0	0	0	0	0	0	0	0	0	0
ENSG00000167208.10	10	9	3	9	1153	1471	1044	898	1231	1001
ENSG00000167210.12	0	0	0	0	3	0	0	0	0	0
ENSG00000167216.12	3	4	11	14	921	1269	955	646	1040	900
ENSG00000167220.6	86	54	88	93	7694	9591	7447	5510	8280	6905
ENSG00000167230.6	0	0	0	0	4	12	1	3	2	0
ENSG00000167232.8	8	18	31	16	3125	3706	2865	2340	3473	2897
ENSG00000167236.2	0	0	0	0	0	0	0	0	0	0
ENSG00000167244.11	1	0	0	0	0	2	0	0	0	0
ENSG00000167257.6	39	38	37	45	3407	4857	3420	2634	3805	3235
ENSG00000167258.8	254	204	209	185	29230	37074	29455	24533	33200	29957
ENSG00000167261.9	3	0	0	0	246	350	285	245	236	236
ENSG00000167264.13	48	36	86	53	3832	5271	3970	3416	4592	3969
ENSG00000167272.6	109	80	126	116	6675	8594	6328	5119	6843	5738
ENSG00000167280.11	0	0	0	0	26	35	44	27	23	29
ENSG00000167281.13	0	0	0	0	0	2	0	1	0	0
ENSG00000167283.3	159	111	156	95	36779	46186	33008	26021	37656	31710
ENSG00000167286.5	3051	2248	2785	2562	106935	135374	99196	81083	110920	92319
ENSG00000167291.9	17	26	20	12	2808	3617	2695	2109	2928	2511
ENSG00000167302.5	27	26	23	35	8428	11718	8115	7140	8551	7516
ENSG00000167306.14	0	0	0	0	20	31	18	19	31	37
ENSG00000167311.9	0	0	0	0	0	0	0	0	0	0
ENSG00000167315.12	108	84	101	113	18175	23534	17200	13388	19521	16416
ENSG00000167323.5	183	76	125	149	25598	32496	23764	19036	27129	22343
ENSG00000167325.10	1078	768	1046	911	67835	84203	64971	48496	72405	60287
ENSG00000167332.7	0	0	0	0	0	0	0	0	0	0
ENSG00000167333.8	22	16	24	37	3258	4268	3020	2821	3835	3393
ENSG00000167346.3	0	0	0	0	0	0	0	0	0	0
ENSG00000167359.8	0	0	0	0	0	0	0	0	0	0
ENSG00000167360.4	0	0	0	0	0	0	0	0	0	0
ENSG00000167363.9	5	0	0	2	204	422	241	282	278	225
ENSG00000167371.12	0	0	0	0	25	32	30	16	26	17
ENSG00000167377.12	3	1	0	5	266	332	216	235	255	279
ENSG00000167378.3	29	11	30	20	3013	4077	2563	2343	2811	2588
ENSG00000167380.12	43	33	44	26	3391	4322	3182	2853	3751	2970
ENSG00000167383.4	0	0	0	0	0	0	1	0	1	0
ENSG00000167384.6	43	25	38	21	2843	3413	2680	2161	3130	2682
ENSG00000167393.12	0	0	0	0	0	0	0	0	0	0
ENSG00000167394.8	38	25	40	43	2613	3538	2579	2402	3116	2736
ENSG00000167395.10	55	45	62	26	10250	12404	9179	8305	10513	9320
ENSG00000167397.10	0	0	0	5	2338	2866	2192	1669	2249	1997
ENSG00000167414.3	0	0	0	0	0	0	0	0	0	0
ENSG00000167419.6	3	9	20	4	294	412	284	214	332	297
ENSG00000167434.5	0	2	0	0	6	10	0	5	4	3
ENSG00000167447.8	104	59	148	89	6647	7659	5840	4930	7071	5761
ENSG00000167460.10	102	82	72	75	48768	59106	44213	34260	48740	39840
ENSG00000167461.7	358	292	404	338	24732	31159	23138	18297	25441	21373
ENSG00000167468.11	412	247	517	382	24923	34082	23062	19710	25573	22748
ENSG00000167470.7	133	140	94	105	8995	11726	8028	7998	9956	8575
ENSG00000167476.5	5	1	32	10	41	66	49	23	35	35
ENSG00000167483.12	0	3	6	2	423	621	428	404	451	408
ENSG00000167487.6	29	8	12	15	2536	3329	2333	2113	2629	2394
ENSG00000167491.11	374	252	323	294	36614	49047	34194	28221	38462	33695
ENSG00000167508.6	80	65	91	64	8856	12075	8299	7373	8610	8058
ENSG00000167513.4	460	340	509	408	29789	41685	28467	24194	30739	27452
ENSG00000167515.6	141	93	163	108	9387	12009	8632	7084	9974	8557
ENSG00000167522.9	226	147	249	214	37443	49564	37802	29016	38925	35380
ENSG00000167523.9	33	24	23	24	1893	2576	1767	1577	1945	1890
ENSG00000167524.10	8	4	15	4	1552	2206	1605	1442	1653	1509
ENSG00000167525.9	10	4	8	5	1331	1677	1345	1054	1392	1187
ENSG00000167526.9	379	175	286	193	177059	240103	168258	140176	192447	174151
ENSG00000167528.8	14	11	27	21	2885	3552	2810	2232	3151	2586
ENSG00000167531.2	0	0	0	0	0	0	0	0	0	0
ENSG00000167535.3	30	24	28	15	5665	7432	5530	4445	6177	5252
ENSG00000167536.9	23	32	25	21	2708	3762	2487	2236	2881	2568
ENSG00000167543.11	41	24	84	47	5575	7907	5122	4244	5446	5188
ENSG00000167548.10	228	192	226	170	47881	65456	53471	40436	51069	53636
ENSG00000167549.14	7	6	3	5	906	1382	911	790	1074	957
ENSG00000167550.6	15	5	7	13	665	863	604	441	809	615
ENSG00000167552.8	126	136	157	110	22389	28743	20963	16085	22879	18882
ENSG00000167553.10	141	83	68	104	35686	46866	33740	25758	36276	31188
ENSG00000167554.9	3	6	3	1	201	257	209	195	241	156
ENSG00000167555.8	0	1	0	0	755	998	698	594	784	592
ENSG00000167562.6	5	7	5	5	3398	4424	3459	2948	4133	3387
ENSG00000167565.7	10	1	11	0	330	407	360	323	381	344
ENSG00000167566.12	39	30	22	46	4429	5971	4236	3609	4677	4226
ENSG00000167578.11	62	39	22	37	4577	6130	4170	3390	4403	4070
ENSG00000167580.3	0	0	0	0	0	1	1	0	0	1
ENSG00000167588.8	0	0	0	0	102	139	103	58	79	52
ENSG00000167595.9	42	25	25	29	2492	3776	2343	2201	2490	2230
ENSG00000167600.8	0	0	0	0	7	0	0	2	5	4
ENSG00000167601.6	0	0	0	0	1	5	11	2	8	3
ENSG00000167604.8	6	7	14	7	1399	1827	1247	1150	1323	1164
ENSG00000167608.6	0	0	6	2	67	80	58	55	47	32
ENSG00000167612.8	0	0	0	0	0	0	0	0	0	0
ENSG00000167613.9	204	148	187	207	29681	37764	27748	21974	30016	26220
ENSG00000167614.8	0	1	0	0	76	78	61	38	79	31
ENSG00000167615.12	191	193	209	150	44643	63812	45711	39558	45494	42262
ENSG00000167617.2	0	0	0	0	0	0	0	0	0	0
ENSG00000167618.4	4	1	0	3	64	94	93	57	67	76
ENSG00000167619.6	0	0	0	0	3	4	2	5	14	11
ENSG00000167625.5	39	9	31	18	2611	3280	2430	2523	2980	2913
ENSG00000167632.10	143	104	83	60	11522	15090	10623	8442	11996	9972
ENSG00000167633.12	0	0	0	0	0	0	0	0	0	0
ENSG00000167634.8	0	0	0	0	0	0	0	0	1	1
ENSG00000167635.7	226	135	183	155	26915	33024	26175	21470	31839	26254
ENSG00000167637.12	5	4	6	7	408	440	369	280	426	402
ENSG00000167641.6	0	0	0	0	0	0	0	0	0	1
ENSG00000167642.7	0	0	0	0	7	10	7	3	6	11
ENSG00000167644.6	0	0	0	0	2	2	0	3	2	0
