geneIDs	disperRaw	disperRawConverge	disperFitted	disperAdj	disperAdjConverge	pval	padj	TEctl	TEtrt	log2FoldChangeTE	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000150787.3	0.00142012318544	Y	0.00159130172857	0.00152623468662	Y	0.883711119201	0.945646737078	0.0113688356483	0.0120245800033	0.0809019975503	60.0	36.0	56.0	47.0	4296.0	4250.0	4132.0	4152.0	4518.0	4116.0
ENSG00000204531.10	0.000592937456179	Y	0.00514135031069	0.00265180713757	Y	0.884057691583	0.945824337246	0.000427486857426	0.000536404957895	0.327442505134	8.0	1.0	2.0	9.0	10655.0	11071.0	10491.0	10590.0	10605.0	10164.0
ENSG00000072518.15	0.000667694304852	Y	0.00138235771817	0.00102833372076	Y	0.884004279604	0.945824337246	0.00709973664838	0.00725280024942	0.0307726044486	100.0	100.0	95.0	115.0	13606.0	14548.0	13955.0	14633.0	14158.0	14533.0
ENSG00000204217.8	0.00564206579267	Y	0.004593050428	0.00500792146985	Y	0.884179526013	0.945858069192	0.00537735955446	0.00470459825745	-0.192826408622	4.0	9.0	6.0	4.0	1129.0	1228.0	1305.0	1190.0	1009.0	1163.0
ENSG00000023902.8	0.00158144264676	Y	0.00133352502393	0.00140109796354	Y	0.884771893383	0.946395099192	0.00578831951317	0.00572610647505	-0.0155900632953	129.0	143.0	108.0	163.0	23455.0	24334.0	22700.0	24310.0	22942.0	23777.0
ENSG00000162032.10	0.00232737329503	Y	0.00185795673429	0.00206184686635	Y	0.884970793425	0.946462846267	0.00576232341809	0.00598941248242	0.0557638561633	32.0	26.0	33.0	29.0	5056.0	5198.0	4820.0	5445.0	4832.0	5250.0
ENSG00000163161.8	6.70136250351e-05	Y	0.00135319514339	0.00078130109745	Y	0.88501595535	0.946462846267	0.00587823849186	0.00611315266344	0.0565327027067	126.0	110.0	95.0	149.0	20147.0	20199.0	19806.0	20027.0	20109.0	19716.0
ENSG00000183250.7	0.00140178544265	Y	0.00330210775138	0.00272102097247	Y	0.885528514159	0.946709498124	0.0134948744049	0.013631668353	0.0145505916643	12.0	6.0	9.0	10.0	705.0	698.0	661.0	690.0	686.0	774.0
ENSG00000101019.16	0.0115881216328	Y	0.00133342392024	0.0010823540513	Y	0.885509064076	0.946709498124	0.00834520575146	0.00876956791283	0.0715581413559	168.0	95.0	153.0	128.0	15934.0	15663.0	15535.0	15702.0	16345.0	16069.0
ENSG00000173848.14	0.00143247240191	Y	0.00132143724646	0.00136481174971	Y	0.885608140406	0.946709498124	0.00927661379214	0.00952293743328	0.0378083742403	165.0	130.0	161.0	136.0	15670.0	15799.0	16144.0	14764.0	16251.0	15736.0
ENSG00000198056.7	0.00172909337243	Y	0.00139312943315	0.00152729734018	Y	0.885539689759	0.946709498124	0.0106011176216	0.011014627711	0.0552043647154	111.0	80.0	103.0	94.0	9474.0	8863.0	8665.0	8781.0	9290.0	8730.0
ENSG00000112245.5	0.00061807030009	Y	0.00143531352629	0.00105720700328	Y	0.885834592364	0.946854936261	0.00340647840098	0.00359281642581	0.0768341637445	94.0	66.0	70.0	92.0	23232.0	23363.0	24025.0	21976.0	23300.0	22334.0
ENSG00000176953.6	0.0073915425261	Y	0.00134869983324	0.00266002276747	Y	0.885930499047	0.946860821125	0.00503617936732	0.00485259980462	-0.0535717811333	116.0	136.0	146.0	95.0	24590.0	25647.0	24877.0	26843.0	22866.0	24671.0
ENSG00000057657.10	0.0119540609264	Y	0.00387838026746	0.00630681079666	Y	0.886341901749	0.947036566941	0.00958083825476	0.0092127358646	-0.0565222363917	3.0	12.0	5.0	9.0	696.0	853.0	816.0	716.0	805.0	898.0
ENSG00000165512.4	0.000396619001452	Y	0.00202783499296	0.00124091232872	Y	0.886366189204	0.947036566941	0.00224430755078	0.00211920243567	-0.082748983592	11.0	37.0	22.0	25.0	10944.0	10860.0	10838.0	11162.0	11341.0	10691.0
ENSG00000104812.8	0.00064559184164	Y	0.00148394096512	0.00108786942909	Y	0.886343300997	0.947036566941	0.00764654489439	0.00737227008737	-0.0526990846834	65.0	74.0	74.0	57.0	9021.0	9268.0	8930.0	9188.0	8586.0	8908.0
ENSG00000136950.9	0.000457568998587	Y	0.00131617556199	0.000895201858693	Y	0.886703465649	0.947300295717	0.00930663269283	0.00951463738147	0.0318894048894	165.0	138.0	166.0	146.0	16116.0	16758.0	15991.0	16137.0	16275.0	16743.0
ENSG00000067704.8	0.00663956652146	Y	0.00129911328601	0.00199106352538	Y	0.887069266194	0.947497806865	0.00658035967822	0.00646195754757	-0.0261951701809	190.0	173.0	208.0	136.0	27302.0	26826.0	28562.0	25315.0	27764.0	26807.0
ENSG00000254729.1	0.000131430416496	Y	0.00249189510831	0.00170103430458	Y	0.887063952454	0.947497806865	0.0136863840872	0.0148047903486	0.113322720517	19.0	11.0	15.0	16.0	1092.0	1160.0	1104.0	1088.0	1031.0	1035.0
ENSG00000103994.11	0.00351439934923	Y	0.00147880673387	0.00225736448647	Y	0.887285769429	0.947632420618	0.00595940113211	0.00601468693778	0.0133222879253	80.0	54.0	72.0	69.0	10715.0	10812.0	12153.0	11176.0	11940.0	11998.0
ENSG00000152454.2	0.00134614627299	Y	0.00201879816718	0.00177327086841	Y	0.887475401444	0.947738311045	0.00833173957281	0.00848724948606	0.0266793412537	26.0	21.0	14.0	35.0	2878.0	2876.0	2821.0	2771.0	3075.0	2839.0
ENSG00000154889.12	0.000733617427569	Y	0.00254519960856	0.00170174585856	Y	0.888070248765	0.948276866711	0.0029712008363	0.00302377745195	0.0253058355901	17.0	12.0	8.0	22.0	4783.0	4977.0	4987.0	5079.0	5086.0	4771.0
ENSG00000111144.5	3.18569480295e-05	Y	0.0012677908703	0.000633413873225	Y	0.888173989848	0.948288663417	0.0148015335986	0.0150650536754	0.0254591507623	245.0	238.0	224.0	267.0	16455.0	16248.0	16253.0	16342.0	16465.0	16094.0
ENSG00000107957.11	0.00174356268359	Y	0.00214606705784	0.00195596723289	Y	0.888262371279	0.948288663417	0.00211777068076	0.00211145630589	-0.00430798540835	23.0	19.0	17.0	25.0	9443.0	9678.0	10353.0	9921.0	9713.0	10448.0
ENSG00000119927.9	0.00346563612011	Y	0.00154976788313	0.00224850329105	Y	0.888459520382	0.948402468048	0.0077590842848	0.00767736966577	-0.0152742821913	44.0	70.0	51.0	56.0	7199.0	6965.0	7847.0	6593.0	7116.0	7262.0
ENSG00000160199.8	0.000424427761318	Y	0.00204693394533	0.00136199799907	Y	0.888687417781	0.948549068974	0.00743054940814	0.00800830369771	0.108027800039	26.0	19.0	18.0	30.0	3024.0	3051.0	3037.0	3022.0	3144.0	2912.0
ENSG00000106305.5	0.000675637524813	Y	0.00129885559581	0.00106901430204	Y	0.88880240303	0.948575134435	0.0203770962184	0.020572735173	0.0137851359818	165.0	189.0	154.0	200.0	8825.0	8804.0	8448.0	8444.0	8503.0	8881.0
ENSG00000111790.9	0.000820460325622	Y	0.00135503659475	0.0011228813733	Y	0.888913366025	0.948596902267	0.0104147225326	0.0103610007039	-0.00746105324257	119.0	120.0	100.0	136.0	11424.0	11421.0	11526.0	11070.0	11916.0	11154.0
ENSG00000170860.3	0.00139580136994	Y	0.0014332664464	0.00142066715996	Y	0.889182323223	0.948678222172	0.00537877585479	0.00541957088547	0.0109007554343	86.0	77.0	60.0	101.0	15593.0	15234.0	14812.0	14472.0	15576.0	14601.0
ENSG00000166260.6	0.000613363298029	Y	0.00139198063594	0.00105382747205	Y	0.889085741927	0.948678222172	0.00691713186015	0.00727234910788	0.0722474989806	116.0	75.0	97.0	101.0	13963.0	13526.0	13961.0	13569.0	14106.0	13297.0
ENSG00000137814.4	0.000608740465104	Y	0.00154113157934	0.00109486345569	Y	0.889261293229	0.948678222172	0.00761474092766	0.00776073808456	0.0273989128794	55.0	59.0	53.0	61.0	7575.0	7292.0	7436.0	7087.0	7575.0	7242.0
ENSG00000129355.6	0.00224961214185	Y	0.00142864893219	0.00179347017611	Y	0.889535344898	0.948783861776	0.0105575769156	0.0104990619365	-0.00801832505541	92.0	80.0	78.0	81.0	8238.0	8295.0	7825.0	7714.0	8020.0	7082.0
ENSG00000169914.5	0.0020593401863	Y	0.00210252268793	0.00208373192019	Y	0.889541485835	0.948783861776	0.00375566614372	0.00365489688158	-0.0392381188365	20.0	25.0	15.0	28.0	5744.0	5915.0	6392.0	6084.0	5686.0	5773.0
ENSG00000106052.8	0.00121322751834	Y	0.00129867602571	0.00125787886553	Y	0.889676272308	0.948831002561	0.0101694632285	0.00993279286726	-0.033972200146	169.0	191.0	185.0	165.0	18066.0	17287.0	17735.0	16683.0	18037.0	18090.0
ENSG00000132670.15	0.000417912830078	Y	0.00142298339928	0.000900142486305	Y	0.889974330528	0.949052243734	0.00339717724987	0.00340651664712	0.00396076330475	78.0	95.0	80.0	87.0	25605.0	25072.0	25392.0	23663.0	24811.0	24945.0
ENSG00000163820.10	0.0025807305127	Y	0.00153937849836	0.00199738855743	Y	0.890256117546	0.94916582953	0.00545961332726	0.0053216203171	-0.0369331953141	59.0	59.0	61.0	49.0	10454.0	10510.0	11355.0	9708.0	10409.0	10901.0
ENSG00000160131.9	0.00156415477155	Y	0.00136997715799	0.00145674257821	Y	0.890262087961	0.94916582953	0.012047840953	0.0120916649086	0.00523827398636	107.0	116.0	117.0	97.0	9096.0	9152.0	9461.0	8956.0	9233.0	8307.0
ENSG00000140488.9	0.000549717024452	Y	0.00254350961724	0.00167927325125	Y	0.890397369446	0.949213439957	0.00666279456858	0.00644279585541	-0.0484405295637	16.0	14.0	17.0	13.0	2231.0	2136.0	2292.0	2274.0	2380.0	2288.0
ENSG00000123728.5	0.00281697898095	Y	0.0015041693996	0.00205441205986	Y	0.890967675656	0.949531485025	0.00967180055863	0.00935279636552	-0.0483867184908	62.0	69.0	68.0	54.0	6357.0	6625.0	7217.0	6431.0	6870.0	6352.0
ENSG00000179111.4	0.13957749701	Y	0.00317827280874	0.00328380904821	Y	0.890896027995	0.949531485025	2.27515622352	1.81860975489	-0.323129614827	4.0	15.0	14.0	8.0	2.0	6.0	4.0	5.0	6.0	7.0
ENSG00000173011.10	0.000873760879732	Y	0.00234795515958	0.00168254934295	Y	0.890933276343	0.949531485025	0.00439598081153	0.0045499635594	0.0496699018968	15.0	19.0	13.0	23.0	3958.0	3874.0	3659.0	3920.0	3828.0	4023.0
ENSG00000056277.11	0.0010252319343	Y	0.00153321978734	0.00135592515944	Y	0.891320596581	0.949810960279	0.0195333246356	0.0190196605349	-0.0384460244827	60.0	55.0	71.0	46.0	2916.0	2939.0	2959.0	3253.0	2950.0	3018.0
ENSG00000143851.11	0.00224771347017	Y	0.00123946996627	0.00157793306383	Y	0.891706417983	0.95006617334	0.00516179879121	0.00527446000924	0.0311494948219	410.0	324.0	383.0	363.0	70420.0	72444.0	70415.0	74063.0	67061.0	71157.0
ENSG00000188542.5	0.00233347601809	Y	0.00245851013236	0.00240752204688	Y	0.891741507553	0.95006617334	0.00843401888784	0.00809856355357	-0.0585542133936	15.0	16.0	15.0	17.0	1706.0	1942.0	1899.0	2015.0	1914.0	2031.0
ENSG00000105429.7	0.00212259758527	Y	0.00272496742272	0.00246686730336	Y	0.892370804955	0.950639931967	0.00367644457472	0.00340057246944	-0.112533598001	9.0	19.0	8.0	17.0	3562.0	3853.0	3808.0	3535.0	3557.0	3889.0
ENSG00000161036.5	0.00262874631215	Y	0.0014221318857	0.0019707269216	Y	0.892738106534	0.95064446196	0.0088208777048	0.00871085595664	-0.0181077259429	87.0	83.0	83.0	87.0	9230.0	10243.0	9566.0	10181.0	9132.0	9868.0
ENSG00000021574.7	0.00135003076059	Y	0.00143436288205	0.00139598907989	Y	0.892615718206	0.95064446196	0.011024467421	0.0106639407071	-0.0479682985811	75.0	90.0	84.0	75.0	7196.0	7382.0	7825.0	7167.0	7660.0	7524.0
ENSG00000112367.6	0.00165070710871	Y	0.00167869119389	0.00167015551866	Y	0.892717405853	0.95064446196	0.010448081639	0.0107429021165	0.0401457045459	56.0	24.0	51.0	32.0	3982.0	3861.0	3657.0	3743.0	4000.0	3892.0
ENSG00000125124.7	0.00291962581443	Y	0.00161746741874	0.00216809100835	Y	0.892732890173	0.95064446196	0.00740459679309	0.00743088715092	0.00511328227789	43.0	52.0	48.0	43.0	6526.0	6193.0	6634.0	5625.0	6396.0	6356.0
ENSG00000167716.14	0.0029749450073	Y	0.00181785563582	0.00230526517833	Y	0.893278243795	0.951071075515	0.00503216372939	0.00474927057628	-0.0834729113287	26.0	39.0	31.0	32.0	6554.0	6507.0	6073.0	7113.0	6220.0	6661.0
ENSG00000120334.11	0.000641221419514	Y	0.00144129135605	0.00106242147739	Y	0.89336078579	0.951071075515	0.0124123722873	0.0121159837828	-0.0348673215254	72.0	81.0	80.0	81.0	6165.0	5979.0	6380.0	6606.0	6841.0	6549.0
ENSG00000172349.12	0.00169021765376	Y	0.00140633127441	0.00152701464607	Y	0.89341114302	0.951071075515	0.0106617597236	0.0106416176078	-0.00272810633144	78.0	103.0	86.0	97.0	8460.0	8460.0	8669.0	8911.0	8026.0	8807.0
ENSG00000162702.6	0.00232650916252	Y	0.00151214699979	0.0018323393585	Y	0.893558723354	0.951131511017	0.0131599654802	0.0125370013428	-0.0699633857388	52.0	71.0	68.0	55.0	4800.0	4333.0	4891.0	4860.0	5059.0	4868.0
ENSG00000114120.7	0.00242900150049	Y	0.00139116371314	0.00178835174928	Y	0.893749032696	0.951237411691	0.00537490115353	0.00514938210525	-0.0618388952471	86.0	115.0	106.0	86.0	18031.0	18176.0	19649.0	17711.0	19361.0	18618.0
ENSG00000095321.11	0.00538304493694	Y	0.00428243796631	0.00471846941286	Y	0.893942735378	0.951346902088	0.00642937417563	0.00620126952845	-0.0521147195764	7.0	6.0	5.0	7.0	926.0	1136.0	1037.0	1084.0	989.0	1015.0
ENSG00000044574.7	0.0051312361743	Y	0.00126922520255	0.0014919446907	Y	0.895853503771	0.952446444702	0.00923067731145	0.00930938014327	0.0122485992811	263.0	224.0	193.0	278.0	25992.0	26252.0	26897.0	24565.0	26063.0	25200.0
ENSG00000113810.11	0.000963830632595	Y	0.00122477955583	0.00110562066117	Y	0.89572274318	0.952446444702	0.0085543921765	0.00841275506665	-0.024087007637	480.0	558.0	496.0	493.0	59913.0	59114.0	62952.0	58246.0	60356.0	57692.0
ENSG00000134444.9	0.000475366905437	Y	0.00162228561499	0.00107285773652	Y	0.895976209628	0.952446444702	0.00715226583912	0.00740324903011	0.049758198349	48.0	42.0	45.0	49.0	6211.0	6236.0	6608.0	6299.0	6375.0	6302.0
ENSG00000196214.5	0.00123311037163	Y	0.00163164462361	0.00145659411468	Y	0.89511278995	0.952446444702	0.00771232466735	0.00762026922899	-0.0173238163233	48.0	39.0	54.0	41.0	5676.0	5399.0	5697.0	5898.0	6257.0	6429.0
ENSG00000103145.5	0.00267363806657	Y	0.00138184798814	0.00183276204038	Y	0.89546929965	0.952446444702	0.0275507606039	0.0286041516424	0.0541324084128	116.0	87.0	96.0	111.0	3688.0	3781.0	3568.0	3861.0	3374.0	3627.0
ENSG00000060491.11	0.00171370204786	Y	0.00134956745767	0.00149073957629	Y	0.895469194665	0.952446444702	0.01113015636	0.0112394450481	0.014096943441	137.0	106.0	112.0	136.0	10814.0	11237.0	10640.0	11544.0	10476.0	11031.0
ENSG00000001629.5	0.000678734130961	Y	0.00157070500188	0.00112413448221	Y	0.895581578043	0.952446444702	0.00416592931714	0.00417189789877	0.0020654888537	46.0	57.0	53.0	53.0	12097.0	12124.0	12923.0	12554.0	12765.0	12802.0
ENSG00000188566.6	0.00778283492971	Y	0.00154821381846	0.003963832561	Y	0.895549856972	0.952446444702	0.00387860106188	0.00375137587339	-0.0481165706698	49.0	62.0	51.0	59.0	13714.0	15539.0	13934.0	16326.0	13149.0	14696.0
ENSG00000132305.16	0.000160989071968	Y	0.00126456206497	0.000636450868364	Y	0.895798871464	0.952446444702	0.00785445051978	0.00782221765104	-0.0059326720323	267.0	250.0	247.0	249.0	33487.0	32524.0	32835.0	31335.0	31653.0	32152.0
ENSG00000196642.9	0.000670488538723	Y	0.0017019264566	0.00116272955926	Y	0.895919045513	0.952446444702	0.00188203058614	0.00192140003324	0.0298678432404	39.0	39.0	40.0	39.0	20201.0	21069.0	20434.0	21115.0	19829.0	20473.0
ENSG00000163013.6	0.000769316914589	Y	0.00183501801341	0.00129523660684	Y	0.895747722367	0.952446444702	0.00169960230044	0.00181312016779	0.093277343974	35.0	22.0	31.0	35.0	16463.0	17303.0	17154.0	18371.0	17738.0	18854.0
ENSG00000111206.8	0.000890306584204	Y	0.00128769758807	0.00108925283031	Y	0.896309626498	0.952704183879	0.00646150387081	0.00632063089021	-0.0318014140172	191.0	217.0	196.0	182.0	31917.0	32253.0	30573.0	30986.0	29278.0	29281.0
ENSG00000154114.8	0.000976897936811	Y	0.002573095537	0.00190355762689	Y	0.896456536856	0.952763649622	0.00681871379322	0.00694284505203	0.0260273433666	13.0	15.0	16.0	14.0	1971.0	2106.0	2122.0	2152.0	2083.0	2236.0
ENSG00000184402.9	0.00223577281941	Y	0.00223285402543	0.00223385966124	Y	0.896737619673	0.952965688764	0.00505738571867	0.00494703560532	-0.0318275316413	20.0	19.0	18.0	20.0	3882.0	3823.0	3853.0	4117.0	3567.0	3850.0
ENSG00000170430.9	0.000843942254034	Y	0.00135890611813	0.00115115210616	Y	0.896927186164	0.95307044211	0.0207978733909	0.020907089847	0.00755624211601	126.0	108.0	101.0	128.0	5763.0	5694.0	5454.0	5325.0	5443.0	5691.0
ENSG00000175193.8	0.00111226536933	Y	0.00159077141166	0.00135968955264	Y	0.897063059155	0.953118125542	0.00380678273443	0.00365392748651	-0.0591242294615	45.0	56.0	52.0	46.0	13514.0	13276.0	13020.0	13092.0	14086.0	12975.0
ENSG00000221926.7	0.00223474517819	Y	0.00371413870945	0.00307163133151	Y	0.897460485313	0.953346969895	0.00424573112099	0.00394022508068	-0.107734965052	6.0	10.0	6.0	9.0	1880.0	1878.0	1944.0	1955.0	1884.0	2162.0
ENSG00000113845.5	0.000719566727655	Y	0.00144671481906	0.00109879370083	Y	0.897428850341	0.953346969895	0.00880029205485	0.00907609092083	0.0445196582609	84.0	70.0	76.0	78.0	9012.0	8790.0	8367.0	8366.0	8638.0	8570.0
ENSG00000107789.11	0.00029382608584	Y	0.00162837044016	0.00108731985236	Y	0.897953484309	0.953580532764	0.0160505370603	0.0153642687288	-0.0630424689056	42.0	54.0	46.0	40.0	3065.0	2944.0	2953.0	2785.0	2884.0	2735.0
ENSG00000204370.4	0.00100990341332	Y	0.00438316712513	0.00258778040614	Y	0.897935787581	0.953580532764	0.000477391672054	0.000455032298727	-0.069204446148	4.0	9.0	10.0	2.0	13938.0	13783.0	13533.0	13523.0	13732.0	12635.0
ENSG00000151148.8	0.0803511029037	Y	0.00180256574984	0.00130953087072	Y	0.897810849037	0.953580532764	0.00408153797823	0.00374380282972	-0.124608425211	14.0	55.0	35.0	27.0	8316.0	8292.0	8723.0	8248.0	8096.0	8388.0
ENSG00000117054.8	0.00142002940529	Y	0.0012602369248	0.00132547257998	Y	0.898363611949	0.953919350319	0.0152036662205	0.015587261416	0.0359482199359	297.0	239.0	262.0	273.0	17561.0	17539.0	17817.0	16438.0	18101.0	17005.0
ENSG00000089154.6	0.000655768085663	Y	0.00124405758517	0.000919746324892	Y	0.898564906073	0.954036373665	0.00523644931353	0.00521011749303	-0.007272986045	350.0	330.0	345.0	340.0	64364.0	64624.0	65860.0	65009.0	63857.0	68419.0
ENSG00000104774.7	0.0320752164655	Y	0.00152303840257	0.00156491064239	Y	0.898659818528	0.954040435765	0.00738342866641	0.00751721603222	0.0259075442721	63.0	56.0	35.0	85.0	7945.0	8430.0	7912.0	8165.0	7874.0	7733.0
ENSG00000122033.9	0.00212166271846	Y	0.00165086306601	0.00181822490177	Y	0.899078470062	0.954368369293	0.0169395566307	0.0160368928323	-0.079001469694	38.0	52.0	46.0	37.0	2703.0	2587.0	2701.0	2785.0	2517.0	2457.0
ENSG00000137094.10	0.00630390835318	Y	0.00479599316812	0.00523634237684	Y	0.899150951708	0.954368369293	0.0112263015196	0.0115340123898	0.0390117639432	6.0	5.0	9.0	2.0	523.0	501.0	467.0	552.0	445.0	458.0
ENSG00000186153.12	0.0016850048544	Y	0.00145323151667	0.00154642582394	Y	0.899263905878	0.954391544246	0.0173764459226	0.0171919369519	-0.0154009347701	75.0	78.0	63.0	85.0	4387.0	4608.0	4251.0	4256.0	4490.0	4110.0
ENSG00000184481.11	0.000239906394215	Y	0.00328097928037	0.00197729883688	Y	0.899372634935	0.954410230832	0.00511699332872	0.00530017499104	0.050743640174	14.0	5.0	10.0	9.0	1839.0	1820.0	1938.0	1793.0	1833.0	1866.0
ENSG00000116898.7	0.000644655272433	Y	0.00123713506998	0.00114129746135	Y	0.89960232095	0.954557259612	0.0174837888634	0.0170255315807	-0.0383180175872	339.0	441.0	400.0	367.0	22784.0	22276.0	21827.0	22273.0	22363.0	22940.0
ENSG00000158850.10	4.22035918842e-05	Y	0.00200483891777	0.00104534430452	Y	0.899768464857	0.954591406059	0.00426887413993	0.00447941449212	0.0694545408267	28.0	20.0	27.0	23.0	5559.0	5699.0	5661.0	5704.0	5625.0	5505.0
ENSG00000137266.10	0.000734393772679	Y	0.0039298955473	0.00250409534059	Y	0.899816779838	0.954591406059	0.00432244125962	0.00452104780689	0.0648108149115	8.0	6.0	10.0	5.0	1585.0	1711.0	1620.0	1696.0	1630.0	1727.0
ENSG00000077097.9	0.00137857986093	Y	0.0012347215625	0.00129490260358	Y	0.899968922074	0.954656116042	0.00587987390947	0.00576985799546	-0.0272494051268	377.0	453.0	394.0	397.0	70339.0	68436.0	73189.0	65935.0	69899.0	69744.0
ENSG00000100034.9	0.000648841648525	Y	0.00162248629847	0.00113995186913	Y	0.900316085144	0.954927663372	0.00488800836925	0.00490013536248	0.00357484777761	41.0	52.0	44.0	47.0	9248.0	9939.0	9589.0	9126.0	9256.0	9371.0
ENSG00000146410.7	0.000212319002473	Y	0.00144050417421	0.000849076865344	Y	0.900745071743	0.955260726486	0.0111741670004	0.0108597094559	-0.0411817816194	72.0	88.0	75.0	80.0	7245.0	7121.0	7214.0	7121.0	7321.0	6969.0
ENSG00000084092.6	0.000467978665764	Y	0.00141737818038	0.000979055433693	Y	0.900812506731	0.955260726486	0.0114244275961	0.0114644905769	0.00505036737407	77.0	93.0	81.0	96.0	7294.0	7535.0	7511.0	7964.0	7501.0	7698.0
ENSG00000138430.11	0.000868907825474	Y	0.00130775440626	0.00113138420647	Y	0.901016345667	0.955380158384	0.00652924440257	0.00667633477792	0.0321402535584	183.0	145.0	182.0	147.0	25345.0	25023.0	24968.0	23993.0	25742.0	24232.0
ENSG00000110906.8	0.000471436256326	Y	0.00136443451801	0.00094250587582	Y	0.901324329399	0.955609983411	0.00714386109787	0.00723968226206	0.0192223515508	106.0	117.0	98.0	128.0	15587.0	15263.0	15956.0	15238.0	15803.0	15927.0
ENSG00000139324.7	0.00377096612599	Y	0.00219195177458	0.00274523447876	Y	0.901695885452	0.955710827899	0.0102583614216	0.00928709527389	-0.143500965877	14.0	29.0	23.0	15.0	2031.0	1942.0	2280.0	2060.0	2024.0	1951.0
ENSG00000187231.8	0.000618394091673	Y	0.00217241009159	0.00152506590688	Y	0.901546087751	0.955710827899	0.00660691000707	0.00626323305684	-0.0770681307834	11.0	31.0	19.0	21.0	3233.0	3047.0	3194.0	3138.0	3144.0	3295.0
ENSG00000100304.11	0.0112559128181	Y	0.00125317496475	0.00304582680906	Y	0.90170942808	0.955710827899	0.00806125317743	0.00806789150317	0.00118754966339	313.0	283.0	231.0	356.0	36631.0	38243.0	35995.0	37482.0	34948.0	36729.0
ENSG00000100209.5	0.00228632072055	Y	0.00190760714534	0.00201605800107	Y	0.901784429266	0.955710827899	0.0165998102781	0.0169726349647	0.0320438046645	32.0	25.0	16.0	39.0	1667.0	1737.0	1717.0	1591.0	1741.0	1529.0
ENSG00000136271.6	0.00309915382832	Y	0.00126870531594	0.0015602724392	Y	0.902370179629	0.956105662804	0.00747861830134	0.00739473733363	-0.0162728495331	253.0	227.0	281.0	202.0	32114.0	32652.0	31469.0	33861.0	31267.0	33002.0
ENSG00000136942.9	0.000904785362224	Y	0.00154070895612	0.00126619686043	Y	0.902584512604	0.956105662804	0.000763325577489	0.000786423797435	0.0430084448315	66.0	45.0	43.0	73.0	74702.0	73861.0	69526.0	73648.0	72772.0	74536.0
ENSG00000117713.13	0.0179284566191	Y	0.00124278304453	0.00535313727558	Y	0.902270615556	0.956105662804	0.00689555670101	0.00683770045492	-0.0121558072033	337.0	346.0	267.0	446.0	50450.0	48852.0	49310.0	54341.0	49531.0	52404.0
ENSG00000124802.7	0.000501678906045	Y	0.00227220597687	0.00146925812951	Y	0.902704687747	0.956105662804	0.00553359224866	0.00581278048029	0.0710120855661	21.0	16.0	19.0	18.0	3425.0	3303.0	3399.0	3130.0	3296.0	3085.0
ENSG00000056050.6	0.00108445440878	Y	0.00180560432149	0.00148420547226	Y	0.902684477278	0.956105662804	0.00497545651711	0.00499323058421	0.00514462644608	32.0	32.0	42.0	24.0	6629.0	6417.0	6289.0	6424.0	6913.0	6454.0
ENSG00000134186.7	0.00224659623801	Y	0.00125038089696	0.00126514354104	Y	0.902565348682	0.956105662804	0.00800332962985	0.00775683706915	-0.0451318317033	273.0	364.0	325.0	271.0	39505.0	39360.0	40547.0	38995.0	38832.0	37492.0
ENSG00000147894.10	0.00187268596765	Y	0.00254508255193	0.00228482226162	Y	0.903367116773	0.956710533982	0.00907606870835	0.00901217106024	-0.0101928329887	11.0	19.0	15.0	15.0	1664.0	1717.0	1602.0	1578.0	1732.0	1546.0
ENSG00000137078.4	0.000242753683067	Y	0.00183489959141	0.00126814502417	Y	0.903686152443	0.956951649043	0.0105333499163	0.0109082587714	0.0504565011743	36.0	25.0	18.0	45.0	2932.0	2938.0	2827.0	2960.0	2910.0	2805.0
ENSG00000124181.7	0.002582510273	Y	0.00122643289869	0.00154411741431	Y	0.903869137063	0.957048659685	0.00597383432183	0.00591122698269	-0.0151996074489	501.0	476.0	545.0	424.0	79974.0	82135.0	83148.0	83166.0	78950.0	83776.0
ENSG00000069869.11	0.0030306146622	Y	0.00150030853941	0.00209995514852	Y	0.904008932866	0.957099925486	0.0134200553535	0.0135685762798	0.0158787277412	65.0	64.0	73.0	54.0	4674.0	4598.0	5123.0	4401.0	4892.0	4757.0
ENSG00000070501.6	0.000216576414729	Y	0.00144725170308	0.000883675176216	Y	0.904649443474	0.957487699166	0.0114414147111	0.0115822209618	0.017646475568	89.0	62.0	80.0	76.0	6545.0	6605.0	6692.0	6772.0	6899.0	6571.0
ENSG00000166313.12	0.00675597602983	Y	0.00859770019876	0.00793564861078	Y	0.904598432459	0.957487699166	0.00639096389119	0.00770039789852	0.268899459132	5.0	0.0	5.0	1.0	408.0	368.0	466.0	359.0	346.0	385.0
ENSG00000109670.8	0.000599555581792	Y	0.0019550465495	0.00130600409172	Y	0.904508540372	0.957487699166	0.00380960642537	0.00390322686354	0.0350253585966	27.0	24.0	32.0	22.0	6625.0	6672.0	6786.0	6638.0	7150.0	6879.0
ENSG00000132749.6	0.000867517877642	Y	0.00431692696377	0.00330655098483	Y	0.904827721859	0.957579626023	0.0159878842765	0.014335272933	-0.157409662705	4.0	9.0	6.0	6.0	395.0	445.0	392.0	440.0	444.0	438.0
ENSG00000148459.11	0.000696675813935	Y	0.00155517831031	0.00115974651041	Y	0.905029699665	0.957599866077	0.00601257454097	0.00577907011167	-0.0571455020306	45.0	66.0	46.0	61.0	9611.0	8955.0	9126.0	9132.0	9250.0	9380.0
